"","DB.classKey","mouse","human","ensembl"
"21777",48902763,"Pramel36","PRAMEF15","ENSG00000204501.3"
"21778",48902763,"Pramel36","PRAMEF17","ENSG00000204479.3"
"21779",48902763,"Pramel36","PRAMEF18","ENSG00000279804.3"
"21780",48902763,"Pramel36","PRAMEF19","ENSG00000204480.3"
"21781",48902763,"Pramel36","PRAMEF2","ENSG00000120952.2"
"21782",48902763,"Pramel36","PRAMEF20","ENSG00000204478.3"
"21783",48902763,"Pramel36","PRAMEF25","ENSG00000229571.3"
"21784",48902763,"Pramel36","PRAMEF26","ENSG00000280267.3"
"21785",48902763,"Pramel36","PRAMEF1","ENSG00000116721.3"
"21786",48902763,"Pramel36","PRAMEF33","ENSG00000237700.3"
"21787",48902763,"Pramel36","PRAMEF4","ENSG00000243073.3"
"21788",48902763,"Pramel36","PRAMEF5","ENSG00000270601.3"
"21789",48902763,"Pramel36","PRAMEF6","ENSG00000232423.3"
"21790",48902763,"Pramel36","PRAMEF7","ENSG00000204510.3"
"21791",48902763,"Pramel36","PRAMEF8","ENSG00000182330.3"
"21792",48902763,"Pramel36","PRAMEF9","ENSG00000204505.3"
"21793",48902763,"Pramel36","PRAMEF27","ENSG00000274764.3"
"21794",48902763,"Pramel36","PRAMEF13","ENSG00000279169.3"
"21795",48902764,"Pramel31","PRAMEF1","ENSG00000116721.4"
"21796",48902764,"Pramel31","PRAMEF12","ENSG00000116726.4"
"21797",48902764,"Pramel31","PRAMEF13","ENSG00000279169.4"
"21798",48902764,"Pramel31","PRAMEF10","ENSG00000187545.4"
"21799",48902764,"Pramel31","PRAMEF11","ENSG00000239810.4"
"21800",48902764,"Pramel31","PRAMEF18","ENSG00000279804.4"
"21801",48902764,"Pramel31","PRAMEF19","ENSG00000204480.4"
"21802",48902764,"Pramel31","PRAMEF2","ENSG00000120952.3"
"21803",48902764,"Pramel31","PRAMEF17","ENSG00000204479.4"
"21804",48902764,"Pramel31","PRAMEF25","ENSG00000229571.4"
"21805",48902764,"Pramel31","PRAMEF26","ENSG00000280267.4"
"21806",48902764,"Pramel31","PRAMEF27","ENSG00000274764.4"
"21807",48902764,"Pramel31","PRAMEF33","ENSG00000237700.4"
"21808",48902764,"Pramel31","PRAMEF4","ENSG00000243073.4"
"21809",48902764,"Pramel31","PRAMEF5","ENSG00000270601.4"
"21810",48902764,"Pramel31","PRAMEF6","ENSG00000232423.4"
"21811",48902764,"Pramel31","PRAMEF7","ENSG00000204510.4"
"21812",48902764,"Pramel31","PRAMEF8","ENSG00000182330.4"
"21813",48902764,"Pramel31","PRAMEF9","ENSG00000204505.4"
"21814",48902764,"Pramel31","PRAMEF20","ENSG00000204478.4"
"21815",48902764,"Pramel31","PRAMEF15","ENSG00000204501.4"
"21816",48902765,"Pramel50","PRAMEF1","ENSG00000116721.5"
"21817",48902765,"Pramel50","PRAMEF10","ENSG00000187545.5"
"21818",48902765,"Pramel50","PRAMEF13","ENSG00000279169.5"
"21819",48902765,"Pramel50","PRAMEF15","ENSG00000204501.5"
"21820",48902765,"Pramel50","PRAMEF17","ENSG00000204479.5"
"21821",48902765,"Pramel50","PRAMEF12","ENSG00000116726.5"
"21822",48902765,"Pramel50","PRAMEF19","ENSG00000204480.5"
"21823",48902765,"Pramel50","PRAMEF2","ENSG00000120952.4"
"21824",48902765,"Pramel50","PRAMEF20","ENSG00000204478.5"
"21825",48902765,"Pramel50","PRAMEF18","ENSG00000279804.5"
"21826",48902765,"Pramel50","PRAMEF26","ENSG00000280267.5"
"21827",48902765,"Pramel50","PRAMEF27","ENSG00000274764.5"
"21828",48902765,"Pramel50","PRAMEF33","ENSG00000237700.5"
"21829",48902765,"Pramel50","PRAMEF4","ENSG00000243073.5"
"21830",48902765,"Pramel50","PRAMEF5","ENSG00000270601.5"
"21831",48902765,"Pramel50","PRAMEF6","ENSG00000232423.5"
"21832",48902765,"Pramel50","PRAMEF7","ENSG00000204510.5"
"21833",48902765,"Pramel50","PRAMEF8","ENSG00000182330.5"
"21834",48902765,"Pramel50","PRAMEF9","ENSG00000204505.5"
"21835",48902765,"Pramel50","PRAMEF11","ENSG00000239810.5"
"21836",48902765,"Pramel50","PRAMEF25","ENSG00000229571.5"
"21837",48902766,"Pramel49","PRAMEF1","ENSG00000116721.6"
"21838",48902766,"Pramel49","PRAMEF11","ENSG00000239810.6"
"21839",48902766,"Pramel49","PRAMEF13","ENSG00000279169.6"
"21840",48902766,"Pramel49","PRAMEF10","ENSG00000187545.6"
"21841",48902766,"Pramel49","PRAMEF17","ENSG00000204479.6"
"21842",48902766,"Pramel49","PRAMEF18","ENSG00000279804.6"
"21843",48902766,"Pramel49","PRAMEF19","ENSG00000204480.6"
"21844",48902766,"Pramel49","PRAMEF15","ENSG00000204501.6"
"21845",48902766,"Pramel49","PRAMEF20","ENSG00000204478.6"
"21846",48902766,"Pramel49","PRAMEF25","ENSG00000229571.6"
"21847",48902766,"Pramel49","PRAMEF26","ENSG00000280267.6"
"21848",48902766,"Pramel49","PRAMEF27","ENSG00000274764.6"
"21849",48902766,"Pramel49","PRAMEF33","ENSG00000237700.6"
"21850",48902766,"Pramel49","PRAMEF4","ENSG00000243073.6"
"21851",48902766,"Pramel49","PRAMEF5","ENSG00000270601.6"
"21852",48902766,"Pramel49","PRAMEF6","ENSG00000232423.6"
"21853",48902766,"Pramel49","PRAMEF7","ENSG00000204510.6"
"21854",48902766,"Pramel49","PRAMEF8","ENSG00000182330.6"
"21855",48902766,"Pramel49","PRAMEF9","ENSG00000204505.6"
"21856",48902766,"Pramel49","PRAMEF2","ENSG00000120952.5"
"21857",48902766,"Pramel49","PRAMEF12","ENSG00000116726.6"
"21858",48902767,"Pramel39-ps","PRAMEF1","ENSG00000116721.7"
"21859",48902767,"Pramel39-ps","PRAMEF11","ENSG00000239810.7"
"21860",48902767,"Pramel39-ps","PRAMEF12","ENSG00000116726.7"
"21861",48902767,"Pramel39-ps","PRAMEF13","ENSG00000279169.7"
"21862",48902767,"Pramel39-ps","PRAMEF17","ENSG00000204479.7"
"21863",48902767,"Pramel39-ps","PRAMEF18","ENSG00000279804.7"
"21864",48902767,"Pramel39-ps","PRAMEF19","ENSG00000204480.7"
"21865",48902767,"Pramel39-ps","PRAMEF15","ENSG00000204501.7"
"21866",48902767,"Pramel39-ps","PRAMEF20","ENSG00000204478.7"
"21867",48902767,"Pramel39-ps","PRAMEF25","ENSG00000229571.7"
"21868",48902767,"Pramel39-ps","PRAMEF26","ENSG00000280267.7"
"21869",48902767,"Pramel39-ps","PRAMEF27","ENSG00000274764.7"
"21870",48902767,"Pramel39-ps","PRAMEF33","ENSG00000237700.7"
"21871",48902767,"Pramel39-ps","PRAMEF4","ENSG00000243073.7"
"21872",48902767,"Pramel39-ps","PRAMEF5","ENSG00000270601.7"
"21873",48902767,"Pramel39-ps","PRAMEF6","ENSG00000232423.7"
"21874",48902767,"Pramel39-ps","PRAMEF7","ENSG00000204510.7"
"21875",48902767,"Pramel39-ps","PRAMEF8","ENSG00000182330.7"
"21876",48902767,"Pramel39-ps","PRAMEF9","ENSG00000204505.7"
"21877",48902767,"Pramel39-ps","PRAMEF2","ENSG00000120952.6"
"21878",48902767,"Pramel39-ps","PRAMEF10","ENSG00000187545.7"
"21879",48902768,"Pramel45","PRAMEF1","ENSG00000116721.8"
"21880",48902768,"Pramel45","PRAMEF11","ENSG00000239810.8"
"21881",48902768,"Pramel45","PRAMEF13","ENSG00000279169.8"
"21882",48902768,"Pramel45","PRAMEF15","ENSG00000204501.8"
"21883",48902768,"Pramel45","PRAMEF17","ENSG00000204479.8"
"21884",48902768,"Pramel45","PRAMEF12","ENSG00000116726.8"
"21885",48902768,"Pramel45","PRAMEF19","ENSG00000204480.8"
"21886",48902768,"Pramel45","PRAMEF2","ENSG00000120952.7"
"21887",48902768,"Pramel45","PRAMEF20","ENSG00000204478.8"
"21888",48902768,"Pramel45","PRAMEF25","ENSG00000229571.8"
"21889",48902768,"Pramel45","PRAMEF26","ENSG00000280267.8"
"21890",48902768,"Pramel45","PRAMEF27","ENSG00000274764.8"
"21891",48902768,"Pramel45","PRAMEF33","ENSG00000237700.8"
"21892",48902768,"Pramel45","PRAMEF4","ENSG00000243073.8"
"21893",48902768,"Pramel45","PRAMEF5","ENSG00000270601.8"
"21894",48902768,"Pramel45","PRAMEF6","ENSG00000232423.8"
"21895",48902768,"Pramel45","PRAMEF7","ENSG00000204510.8"
"21896",48902768,"Pramel45","PRAMEF8","ENSG00000182330.8"
"21897",48902768,"Pramel45","PRAMEF18","ENSG00000279804.8"
"21898",48902768,"Pramel45","PRAMEF9","ENSG00000204505.8"
"21899",48902768,"Pramel45","PRAMEF10","ENSG00000187545.8"
"21900",48902769,"Pramel54","PRAMEF10","ENSG00000187545.9"
"21901",48902769,"Pramel54","PRAMEF11","ENSG00000239810.9"
"21902",48902769,"Pramel54","PRAMEF12","ENSG00000116726.9"
"21903",48902769,"Pramel54","PRAMEF15","ENSG00000204501.9"
"21904",48902769,"Pramel54","PRAMEF17","ENSG00000204479.9"
"21905",48902769,"Pramel54","PRAMEF18","ENSG00000279804.9"
"21906",48902769,"Pramel54","PRAMEF13","ENSG00000279169.9"
"21907",48902769,"Pramel54","PRAMEF2","ENSG00000120952.8"
"21908",48902769,"Pramel54","PRAMEF20","ENSG00000204478.9"
"21909",48902769,"Pramel54","PRAMEF25","ENSG00000229571.9"
"21910",48902769,"Pramel54","PRAMEF26","ENSG00000280267.9"
"21911",48902769,"Pramel54","PRAMEF1","ENSG00000116721.9"
"21912",48902769,"Pramel54","PRAMEF33","ENSG00000237700.9"
"21913",48902769,"Pramel54","PRAMEF4","ENSG00000243073.9"
"21914",48902769,"Pramel54","PRAMEF5","ENSG00000270601.9"
"21915",48902769,"Pramel54","PRAMEF6","ENSG00000232423.9"
"21916",48902769,"Pramel54","PRAMEF7","ENSG00000204510.9"
"21917",48902769,"Pramel54","PRAMEF8","ENSG00000182330.9"
"21918",48902769,"Pramel54","PRAMEF9","ENSG00000204505.9"
"21919",48902769,"Pramel54","PRAMEF19","ENSG00000204480.9"
"21920",48902769,"Pramel54","PRAMEF27","ENSG00000274764.9"
"21921",48902770,"Pramel38","PRAMEF11","ENSG00000239810.10"
"21922",48902770,"Pramel38","PRAMEF12","ENSG00000116726.10"
"21923",48902770,"Pramel38","PRAMEF13","ENSG00000279169.10"
"21924",48902770,"Pramel38","PRAMEF10","ENSG00000187545.10"
"21925",48902770,"Pramel38","PRAMEF17","ENSG00000204479.10"
"21926",48902770,"Pramel38","PRAMEF18","ENSG00000279804.10"
"21927",48902770,"Pramel38","PRAMEF19","ENSG00000204480.10"
"21928",48902770,"Pramel38","PRAMEF2","ENSG00000120952.9"
"21929",48902770,"Pramel38","PRAMEF20","ENSG00000204478.10"
"21930",48902770,"Pramel38","PRAMEF25","ENSG00000229571.10"
"21931",48902770,"Pramel38","PRAMEF26","ENSG00000280267.10"
"21932",48902770,"Pramel38","PRAMEF27","ENSG00000274764.10"
"21933",48902770,"Pramel38","PRAMEF33","ENSG00000237700.10"
"21934",48902770,"Pramel38","PRAMEF4","ENSG00000243073.10"
"21935",48902770,"Pramel38","PRAMEF5","ENSG00000270601.10"
"21936",48902770,"Pramel38","PRAMEF6","ENSG00000232423.10"
"21937",48902770,"Pramel38","PRAMEF15","ENSG00000204501.10"
"21938",48902770,"Pramel38","PRAMEF8","ENSG00000182330.10"
"21939",48902770,"Pramel38","PRAMEF9","ENSG00000204505.10"
"21940",48902770,"Pramel38","PRAMEF7","ENSG00000204510.10"
"21941",48902770,"Pramel38","PRAMEF1","ENSG00000116721.10"
"21942",48902771,"Pramel60","PRAMEF10","ENSG00000187545.11"
"21943",48902771,"Pramel60","PRAMEF12","ENSG00000116726.11"
"21944",48902771,"Pramel60","PRAMEF1","ENSG00000116721.11"
"21945",48902771,"Pramel60","PRAMEF15","ENSG00000204501.11"
"21946",48902771,"Pramel60","PRAMEF11","ENSG00000239810.11"
"21947",48902771,"Pramel60","PRAMEF18","ENSG00000279804.11"
"21948",48902771,"Pramel60","PRAMEF13","ENSG00000279169.11"
"21949",48902771,"Pramel60","PRAMEF2","ENSG00000120952.10"
"21950",48902771,"Pramel60","PRAMEF20","ENSG00000204478.11"
"21951",48902771,"Pramel60","PRAMEF25","ENSG00000229571.11"
"21952",48902771,"Pramel60","PRAMEF19","ENSG00000204480.11"
"21953",48902771,"Pramel60","PRAMEF27","ENSG00000274764.11"
"21954",48902771,"Pramel60","PRAMEF33","ENSG00000237700.11"
"21955",48902771,"Pramel60","PRAMEF4","ENSG00000243073.11"
"21956",48902771,"Pramel60","PRAMEF5","ENSG00000270601.11"
"21957",48902771,"Pramel60","PRAMEF6","ENSG00000232423.11"
"21958",48902771,"Pramel60","PRAMEF7","ENSG00000204510.11"
"21959",48902771,"Pramel60","PRAMEF17","ENSG00000204479.11"
"21960",48902771,"Pramel60","PRAMEF9","ENSG00000204505.11"
"21961",48902771,"Pramel60","PRAMEF26","ENSG00000280267.11"
"21962",48902771,"Pramel60","PRAMEF8","ENSG00000182330.11"
"21963",48902772,"Pramel61","PRAMEF10","ENSG00000187545.12"
"21964",48902772,"Pramel61","PRAMEF11","ENSG00000239810.12"
"21965",48902772,"Pramel61","PRAMEF12","ENSG00000116726.12"
"21966",48902772,"Pramel61","PRAMEF15","ENSG00000204501.12"
"21967",48902772,"Pramel61","PRAMEF17","ENSG00000204479.12"
"21968",48902772,"Pramel61","PRAMEF18","ENSG00000279804.12"
"21969",48902772,"Pramel61","PRAMEF1","ENSG00000116721.12"
"21970",48902772,"Pramel61","PRAMEF2","ENSG00000120952.11"
"21971",48902772,"Pramel61","PRAMEF20","ENSG00000204478.12"
"21972",48902772,"Pramel61","PRAMEF25","ENSG00000229571.12"
"21973",48902772,"Pramel61","PRAMEF19","ENSG00000204480.12"
"21974",48902772,"Pramel61","PRAMEF27","ENSG00000274764.12"
"21975",48902772,"Pramel61","PRAMEF33","ENSG00000237700.12"
"21976",48902772,"Pramel61","PRAMEF4","ENSG00000243073.12"
"21977",48902772,"Pramel61","PRAMEF5","ENSG00000270601.12"
"21978",48902772,"Pramel61","PRAMEF13","ENSG00000279169.12"
"21979",48902772,"Pramel61","PRAMEF7","ENSG00000204510.12"
"21980",48902772,"Pramel61","PRAMEF8","ENSG00000182330.12"
"21981",48902772,"Pramel61","PRAMEF9","ENSG00000204505.12"
"21982",48902772,"Pramel61","PRAMEF26","ENSG00000280267.12"
"21983",48902772,"Pramel61","PRAMEF6","ENSG00000232423.12"
"21984",48902773,"Pramel28","PRAMEF10","ENSG00000187545.13"
"21985",48902773,"Pramel28","PRAMEF12","ENSG00000116726.13"
"21986",48902773,"Pramel28","PRAMEF1","ENSG00000116721.13"
"21987",48902773,"Pramel28","PRAMEF15","ENSG00000204501.13"
"21988",48902773,"Pramel28","PRAMEF11","ENSG00000239810.13"
"21989",48902773,"Pramel28","PRAMEF18","ENSG00000279804.13"
"21990",48902773,"Pramel28","PRAMEF19","ENSG00000204480.13"
"21991",48902773,"Pramel28","PRAMEF2","ENSG00000120952.12"
"21992",48902773,"Pramel28","PRAMEF17","ENSG00000204479.13"
"21993",48902773,"Pramel28","PRAMEF25","ENSG00000229571.13"
"21994",48902773,"Pramel28","PRAMEF26","ENSG00000280267.13"
"21995",48902773,"Pramel28","PRAMEF27","ENSG00000274764.13"
"21996",48902773,"Pramel28","PRAMEF33","ENSG00000237700.13"
"21997",48902773,"Pramel28","PRAMEF4","ENSG00000243073.13"
"21998",48902773,"Pramel28","PRAMEF5","ENSG00000270601.13"
"21999",48902773,"Pramel28","PRAMEF13","ENSG00000279169.13"
"22000",48902773,"Pramel28","PRAMEF7","ENSG00000204510.13"
"22001",48902773,"Pramel28","PRAMEF8","ENSG00000182330.13"
"22002",48902773,"Pramel28","PRAMEF9","ENSG00000204505.13"
"22003",48902773,"Pramel28","PRAMEF6","ENSG00000232423.13"
"22004",48902773,"Pramel28","PRAMEF20","ENSG00000204478.13"
"22005",48902774,"Pramel46","PRAMEF10","ENSG00000187545.14"
"22006",48902774,"Pramel46","PRAMEF12","ENSG00000116726.14"
"22007",48902774,"Pramel46","PRAMEF1","ENSG00000116721.14"
"22008",48902774,"Pramel46","PRAMEF15","ENSG00000204501.14"
"22009",48902774,"Pramel46","PRAMEF17","ENSG00000204479.14"
"22010",48902774,"Pramel46","PRAMEF18","ENSG00000279804.14"
"22011",48902774,"Pramel46","PRAMEF13","ENSG00000279169.14"
"22012",48902774,"Pramel46","PRAMEF2","ENSG00000120952.13"
"22013",48902774,"Pramel46","PRAMEF20","ENSG00000204478.14"
"22014",48902774,"Pramel46","PRAMEF25","ENSG00000229571.14"
"22015",48902774,"Pramel46","PRAMEF19","ENSG00000204480.14"
"22016",48902774,"Pramel46","PRAMEF27","ENSG00000274764.14"
"22017",48902774,"Pramel46","PRAMEF33","ENSG00000237700.14"
"22018",48902774,"Pramel46","PRAMEF11","ENSG00000239810.14"
"22019",48902774,"Pramel46","PRAMEF5","ENSG00000270601.14"
"22020",48902774,"Pramel46","PRAMEF6","ENSG00000232423.14"
"22021",48902774,"Pramel46","PRAMEF7","ENSG00000204510.14"
"22022",48902774,"Pramel46","PRAMEF8","ENSG00000182330.14"
"22023",48902774,"Pramel46","PRAMEF9","ENSG00000204505.14"
"22024",48902774,"Pramel46","PRAMEF26","ENSG00000280267.14"
"22025",48902774,"Pramel46","PRAMEF4","ENSG00000243073.14"
"22026",48902775,"Pramel33","PRAMEF10","ENSG00000187545.15"
"22027",48902775,"Pramel33","PRAMEF11","ENSG00000239810.15"
"22028",48902775,"Pramel33","PRAMEF12","ENSG00000116726.15"
"22029",48902775,"Pramel33","PRAMEF15","ENSG00000204501.15"
"22030",48902775,"Pramel33","PRAMEF17","ENSG00000204479.15"
"22031",48902775,"Pramel33","PRAMEF18","ENSG00000279804.15"
"22032",48902775,"Pramel33","PRAMEF1","ENSG00000116721.15"
"22033",48902775,"Pramel33","PRAMEF2","ENSG00000120952.14"
"22034",48902775,"Pramel33","PRAMEF20","ENSG00000204478.15"
"22035",48902775,"Pramel33","PRAMEF25","ENSG00000229571.15"
"22036",48902775,"Pramel33","PRAMEF26","ENSG00000280267.15"
"22037",48902775,"Pramel33","PRAMEF27","ENSG00000274764.15"
"22038",48902775,"Pramel33","PRAMEF33","ENSG00000237700.15"
"22039",48902775,"Pramel33","PRAMEF4","ENSG00000243073.15"
"22040",48902775,"Pramel33","PRAMEF5","ENSG00000270601.15"
"22041",48902775,"Pramel33","PRAMEF13","ENSG00000279169.15"
"22042",48902775,"Pramel33","PRAMEF7","ENSG00000204510.15"
"22043",48902775,"Pramel33","PRAMEF8","ENSG00000182330.15"
"22044",48902775,"Pramel33","PRAMEF9","ENSG00000204505.15"
"22045",48902775,"Pramel33","PRAMEF19","ENSG00000204480.15"
"22046",48902775,"Pramel33","PRAMEF6","ENSG00000232423.15"
"22047",48902776,"Pramel40","PRAMEF10","ENSG00000187545.16"
"22048",48902776,"Pramel40","PRAMEF12","ENSG00000116726.16"
"22049",48902776,"Pramel40","PRAMEF13","ENSG00000279169.16"
"22050",48902776,"Pramel40","PRAMEF15","ENSG00000204501.16"
"22051",48902776,"Pramel40","PRAMEF11","ENSG00000239810.16"
"22052",48902776,"Pramel40","PRAMEF18","ENSG00000279804.16"
"22053",48902776,"Pramel40","PRAMEF19","ENSG00000204480.16"
"22054",48902776,"Pramel40","PRAMEF2","ENSG00000120952.15"
"22055",48902776,"Pramel40","PRAMEF17","ENSG00000204479.16"
"22056",48902776,"Pramel40","PRAMEF25","ENSG00000229571.16"
"22057",48902776,"Pramel40","PRAMEF26","ENSG00000280267.16"
"22058",48902776,"Pramel40","PRAMEF1","ENSG00000116721.16"
"22059",48902776,"Pramel40","PRAMEF33","ENSG00000237700.16"
"22060",48902776,"Pramel40","PRAMEF4","ENSG00000243073.16"
"22061",48902776,"Pramel40","PRAMEF5","ENSG00000270601.16"
"22062",48902776,"Pramel40","PRAMEF6","ENSG00000232423.16"
"22063",48902776,"Pramel40","PRAMEF7","ENSG00000204510.16"
"22064",48902776,"Pramel40","PRAMEF8","ENSG00000182330.16"
"22065",48902776,"Pramel40","PRAMEF9","ENSG00000204505.16"
"22066",48902776,"Pramel40","PRAMEF27","ENSG00000274764.16"
"22067",48902776,"Pramel40","PRAMEF20","ENSG00000204478.16"
"22068",48902777,"Pramel55","PRAMEF1","ENSG00000116721.17"
"22069",48902777,"Pramel55","PRAMEF12","ENSG00000116726.17"
"22070",48902777,"Pramel55","PRAMEF13","ENSG00000279169.17"
"22071",48902777,"Pramel55","PRAMEF10","ENSG00000187545.17"
"22072",48902777,"Pramel55","PRAMEF17","ENSG00000204479.17"
"22073",48902777,"Pramel55","PRAMEF18","ENSG00000279804.17"
"22074",48902777,"Pramel55","PRAMEF19","ENSG00000204480.17"
"22075",48902777,"Pramel55","PRAMEF15","ENSG00000204501.17"
"22076",48902777,"Pramel55","PRAMEF20","ENSG00000204478.17"
"22077",48902777,"Pramel55","PRAMEF25","ENSG00000229571.17"
"22078",48902777,"Pramel55","PRAMEF26","ENSG00000280267.17"
"22079",48902777,"Pramel55","PRAMEF27","ENSG00000274764.17"
"22080",48902777,"Pramel55","PRAMEF33","ENSG00000237700.17"
"22081",48902777,"Pramel55","PRAMEF11","ENSG00000239810.17"
"22082",48902777,"Pramel55","PRAMEF5","ENSG00000270601.17"
"22083",48902777,"Pramel55","PRAMEF6","ENSG00000232423.17"
"22084",48902777,"Pramel55","PRAMEF7","ENSG00000204510.17"
"22085",48902777,"Pramel55","PRAMEF8","ENSG00000182330.17"
"22086",48902777,"Pramel55","PRAMEF9","ENSG00000204505.17"
"22087",48902777,"Pramel55","PRAMEF4","ENSG00000243073.17"
"22088",48902777,"Pramel55","PRAMEF2","ENSG00000120952.16"
"22089",48902778,"Pramel20","PRAMEF11","ENSG00000239810.18"
"22090",48902778,"Pramel20","PRAMEF12","ENSG00000116726.18"
"22091",48902778,"Pramel20","PRAMEF1","ENSG00000116721.18"
"22092",48902778,"Pramel20","PRAMEF15","ENSG00000204501.18"
"22093",48902778,"Pramel20","PRAMEF17","ENSG00000204479.18"
"22094",48902778,"Pramel20","PRAMEF18","ENSG00000279804.18"
"22095",48902778,"Pramel20","PRAMEF13","ENSG00000279169.18"
"22096",48902778,"Pramel20","PRAMEF2","ENSG00000120952.17"
"22097",48902778,"Pramel20","PRAMEF20","ENSG00000204478.18"
"22098",48902778,"Pramel20","PRAMEF25","ENSG00000229571.18"
"22099",48902778,"Pramel20","PRAMEF26","ENSG00000280267.18"
"22100",48902778,"Pramel20","PRAMEF27","ENSG00000274764.18"
"22101",48902778,"Pramel20","PRAMEF10","ENSG00000187545.18"
"22102",48902778,"Pramel20","PRAMEF4","ENSG00000243073.18"
"22103",48902778,"Pramel20","PRAMEF5","ENSG00000270601.18"
"22104",48902778,"Pramel20","PRAMEF6","ENSG00000232423.18"
"22105",48902778,"Pramel20","PRAMEF7","ENSG00000204510.18"
"22106",48902778,"Pramel20","PRAMEF8","ENSG00000182330.18"
"22107",48902778,"Pramel20","PRAMEF9","ENSG00000204505.18"
"22108",48902778,"Pramel20","PRAMEF19","ENSG00000204480.18"
"22109",48902778,"Pramel20","PRAMEF33","ENSG00000237700.18"
"22110",48902779,"Pramel42","PRAMEF10","ENSG00000187545.19"
"22111",48902779,"Pramel42","PRAMEF11","ENSG00000239810.19"
"22112",48902779,"Pramel42","PRAMEF13","ENSG00000279169.19"
"22113",48902779,"Pramel42","PRAMEF15","ENSG00000204501.19"
"22114",48902779,"Pramel42","PRAMEF17","ENSG00000204479.19"
"22115",48902779,"Pramel42","PRAMEF12","ENSG00000116726.19"
"22116",48902779,"Pramel42","PRAMEF19","ENSG00000204480.19"
"22117",48902779,"Pramel42","PRAMEF2","ENSG00000120952.18"
"22118",48902779,"Pramel42","PRAMEF20","ENSG00000204478.19"
"22119",48902779,"Pramel42","PRAMEF25","ENSG00000229571.19"
"22120",48902779,"Pramel42","PRAMEF26","ENSG00000280267.19"
"22121",48902779,"Pramel42","PRAMEF1","ENSG00000116721.19"
"22122",48902779,"Pramel42","PRAMEF33","ENSG00000237700.19"
"22123",48902779,"Pramel42","PRAMEF4","ENSG00000243073.19"
"22124",48902779,"Pramel42","PRAMEF5","ENSG00000270601.19"
"22125",48902779,"Pramel42","PRAMEF6","ENSG00000232423.19"
"22126",48902779,"Pramel42","PRAMEF7","ENSG00000204510.19"
"22127",48902779,"Pramel42","PRAMEF8","ENSG00000182330.19"
"22128",48902779,"Pramel42","PRAMEF18","ENSG00000279804.19"
"22129",48902779,"Pramel42","PRAMEF9","ENSG00000204505.19"
"22130",48902779,"Pramel42","PRAMEF27","ENSG00000274764.19"
"22131",48902780,"Pramel57","PRAMEF10","ENSG00000187545.20"
"22132",48902780,"Pramel57","PRAMEF11","ENSG00000239810.20"
"22133",48902780,"Pramel57","PRAMEF1","ENSG00000116721.20"
"22134",48902780,"Pramel57","PRAMEF15","ENSG00000204501.20"
"22135",48902780,"Pramel57","PRAMEF17","ENSG00000204479.20"
"22136",48902780,"Pramel57","PRAMEF12","ENSG00000116726.20"
"22137",48902780,"Pramel57","PRAMEF13","ENSG00000279169.20"
"22138",48902780,"Pramel57","PRAMEF2","ENSG00000120952.19"
"22139",48902780,"Pramel57","PRAMEF20","ENSG00000204478.20"
"22140",48902780,"Pramel57","PRAMEF25","ENSG00000229571.20"
"22141",48902780,"Pramel57","PRAMEF19","ENSG00000204480.20"
"22142",48902780,"Pramel57","PRAMEF27","ENSG00000274764.20"
"22143",48902780,"Pramel57","PRAMEF33","ENSG00000237700.20"
"22144",48902780,"Pramel57","PRAMEF4","ENSG00000243073.20"
"22145",48902780,"Pramel57","PRAMEF5","ENSG00000270601.20"
"22146",48902780,"Pramel57","PRAMEF6","ENSG00000232423.20"
"22147",48902780,"Pramel57","PRAMEF7","ENSG00000204510.20"
"22148",48902780,"Pramel57","PRAMEF8","ENSG00000182330.20"
"22149",48902780,"Pramel57","PRAMEF18","ENSG00000279804.20"
"22150",48902780,"Pramel57","PRAMEF9","ENSG00000204505.20"
"22151",48902780,"Pramel57","PRAMEF26","ENSG00000280267.20"
"22152",48902781,"Pramel43","PRAMEF11","ENSG00000239810.21"
"22153",48902781,"Pramel43","PRAMEF12","ENSG00000116726.21"
"22154",48902781,"Pramel43","PRAMEF1","ENSG00000116721.21"
"22155",48902781,"Pramel43","PRAMEF10","ENSG00000187545.21"
"22156",48902781,"Pramel43","PRAMEF17","ENSG00000204479.21"
"22157",48902781,"Pramel43","PRAMEF18","ENSG00000279804.21"
"22158",48902781,"Pramel43","PRAMEF13","ENSG00000279169.21"
"22159",48902781,"Pramel43","PRAMEF2","ENSG00000120952.20"
"22160",48902781,"Pramel43","PRAMEF20","ENSG00000204478.21"
"22161",48902781,"Pramel43","PRAMEF25","ENSG00000229571.21"
"22162",48902781,"Pramel43","PRAMEF19","ENSG00000204480.21"
"22163",48902781,"Pramel43","PRAMEF27","ENSG00000274764.21"
"22164",48902781,"Pramel43","PRAMEF33","ENSG00000237700.21"
"22165",48902781,"Pramel43","PRAMEF4","ENSG00000243073.21"
"22166",48902781,"Pramel43","PRAMEF5","ENSG00000270601.21"
"22167",48902781,"Pramel43","PRAMEF6","ENSG00000232423.21"
"22168",48902781,"Pramel43","PRAMEF15","ENSG00000204501.21"
"22169",48902781,"Pramel43","PRAMEF8","ENSG00000182330.21"
"22170",48902781,"Pramel43","PRAMEF9","ENSG00000204505.21"
"22171",48902781,"Pramel43","PRAMEF26","ENSG00000280267.21"
"22172",48902781,"Pramel43","PRAMEF7","ENSG00000204510.21"
"22173",48902782,"Pramel34","PRAMEF1","ENSG00000116721.22"
